,#,ResourceGroupID,Id,AvailableCapacity,FreeCapacity,Start,HasFiniteCapacity,LongName
0,0,G_TKT,G_TKT_Seq_36,0,00:00:00,2020-05-21,True,Агрегат травления проталкиванием
1,110,G_TKT,G_TKT_Seq_17,23:43:00.480,00:00:00,2020-05-02,True,Агрегат травления проталкиванием
2,119,G_TKT,G_TKT_Seq_21,23:43:00.480,00:00:00,2020-05-06,True,Агрегат травления проталкиванием
3,120,G_TKT,G_TKT_Seq_34,23:43:00.480,00:00:00,2020-05-19,True,Агрегат травления проталкиванием
4,121,G_TKT,G_TKT_Seq_18,23:43:00.480,00:00:00,2020-05-03,True,Агрегат травления проталкиванием
5,127,G_TKT,G_TKT_Seq_23,23:43:00.480,00:00:00,2020-05-08,True,Агрегат травления проталкиванием
6,132,G_TKT,G_TKT_Seq_22,23:43:00.480,00:00:00,2020-05-07,True,Агрегат травления проталкиванием
7,136,G_TKT,G_TKT_Seq_20,23:43:00.480,00:00:00,2020-05-05,True,Агрегат травления проталкиванием
8,138,G_TKT,G_TKT_Seq_19,23:43:00.480,00:00:00,2020-05-04,True,Агрегат травления проталкиванием
9,141,G_TKT,G_TKT_Seq_28,23:43:00.480,00:00:00,2020-05-13,True,Агрегат травления проталкиванием
10,143,G_TKT,G_TKT_Seq_43,23:43:00.480,00:00:00,2020-05-28,True,Агрегат травления проталкиванием
11,145,G_TKT,G_TKT_Seq_27,23:43:00.480,00:00:00,2020-05-12,True,Агрегат травления проталкиванием
12,146,G_TKT,G_TKT_Seq_14,23:43:00.480,00:00:00,2020-04-29,True,Агрегат травления проталкиванием
13,147,G_TKT,G_TKT_Seq_33,23:43:00.480,00:00:00,2020-05-18,True,Агрегат травления проталкиванием
14,552,G_TKT,G_TKT_Seq_42,23:43:00.480,00:00.001,2020-05-27,True,Агрегат травления проталкиванием
15,740,G_TKT,G_TKT_Seq_7,7:54:20.160,7:06:32.116,2020-04-22,True,Агрегат травления проталкиванием
16,770,G_TKT,G_TKT_Seq_35,7:54:20.160,7:54:20.160,2020-05-20,True,Агрегат травления проталкиванием
17,920,G_TKT,G_TKT_Seq_0,23:43:00.480,11:52:58.604,2020-04-15,True,Агрегат травления проталкиванием
18,1000,G_TKT,G_TKT_Seq_8,23:43:00.480,13:55:39.179,2020-04-23,True,Агрегат травления проталкиванием
19,1101,G_TKT,G_TKT_Seq_32,23:43:00.480,16:19:22.913,2020-05-17,True,Агрегат травления проталкиванием
20,1168,G_TKT,G_TKT_Seq_16,23:43:00.480,17:58:01.579,2020-05-01,True,Агрегат травления проталкиванием
21,1192,G_TKT,G_TKT_Seq_41,23:43:00.480,18:16:26.999,2020-05-26,True,Агрегат травления проталкиванием
22,1332,G_TKT,G_TKT_Seq_25,23:43:00.480,20:12:03.021,2020-05-10,True,Агрегат травления проталкиванием
23,1383,G_TKT,G_TKT_Seq_26,23:43:00.480,20:50:47.693,2020-05-11,True,Агрегат травления проталкиванием
24,1391,G_TKT,G_TKT_Seq_1,23:43:00.480,20:59:05.298,2020-04-16,True,Агрегат травления проталкиванием
25,1445,G_TKT,G_TKT_Seq_13,23:43:00.480,21:34:00.415,2020-04-28,True,Агрегат травления проталкиванием
26,1482,G_TKT,G_TKT_Seq_15,23:43:00.480,21:57:58.916,2020-04-30,True,Агрегат травления проталкиванием
27,1509,G_TKT,G_TKT_Seq_6,23:43:00.480,22:04:00.976,2020-04-21,True,Агрегат травления проталкиванием
28,1565,G_TKT,G_TKT_Seq_37,23:43:00.480,22:37:51.994,2020-05-22,True,Агрегат травления проталкиванием
29,1684,G_TKT,G_TKT_Seq_40,23:43:00.480,23:23:39.114,2020-05-25,True,Агрегат травления проталкиванием
30,1775,G_TKT,G_TKT_Seq_31,23:43:00.480,23:43:00.480,2020-05-16,True,Агрегат травления проталкиванием
31,1776,G_TKT,G_TKT_Seq_38,23:43:00.480,23:43:00.480,2020-05-23,True,Агрегат травления проталкиванием
32,1777,G_TKT,G_TKT_Seq_39,23:43:00.480,23:43:00.480,2020-05-24,True,Агрегат травления проталкиванием
33,1778,G_TKT,G_TKT_Seq_44,23:43:00.480,23:43:00.480,2020-05-29,True,Агрегат травления проталкиванием
34,1779,G_TKT,G_TKT_Seq_10,23:43:00.480,23:43:00.480,2020-04-25,True,Агрегат травления проталкиванием
35,1780,G_TKT,G_TKT_Seq_2,23:43:00.480,23:43:00.480,2020-04-17,True,Агрегат травления проталкиванием
36,1781,G_TKT,G_TKT_Seq_12,23:43:00.480,23:43:00.480,2020-04-27,True,Агрегат травления проталкиванием
37,1782,G_TKT,G_TKT_Seq_5,23:43:00.480,23:43:00.480,2020-04-20,True,Агрегат травления проталкиванием
38,1783,G_TKT,G_TKT_Seq_29,23:43:00.480,23:43:00.480,2020-05-14,True,Агрегат травления проталкиванием
39,1784,G_TKT,G_TKT_Seq_4,23:43:00.480,23:43:00.480,2020-04-19,True,Агрегат травления проталкиванием
40,1785,G_TKT,G_TKT_Seq_3,23:43:00.480,23:43:00.480,2020-04-18,True,Агрегат травления проталкиванием
41,1786,G_TKT,G_TKT_Seq_30,23:43:00.480,23:43:00.480,2020-05-15,True,Агрегат травления проталкиванием
42,1787,G_TKT,G_TKT_Seq_9,23:43:00.480,23:43:00.480,2020-04-24,True,Агрегат травления проталкиванием
43,1788,G_TKT,G_TKT_Seq_24,23:43:00.480,23:43:00.480,2020-05-09,True,Агрегат травления проталкиванием
44,1789,G_TKT,G_TKT_Seq_11,23:43:00.480,23:43:00.480,2020-04-26,True,Агрегат травления проталкиванием
45,4233,G_TKT,G_TKT_Seq_45,"6 days, 22:01:03.360","4 days, 15:11:24.824",2020-05-30,True,Агрегат травления проталкиванием
46,4290,G_TKT,G_TKT_Seq_48,"5 days, 6:29:22.560","5 days, 6:29:22.560",2020-06-20,True,Агрегат травления проталкиванием
47,4345,G_TKT,G_TKT_Seq_46,"6 days, 22:01:03.360","6 days, 6:48:07.072",2020-06-06,True,Агрегат травления проталкиванием
48,4374,G_TKT,G_TKT_Seq_47,"6 days, 22:01:03.360","6 days, 22:01:03.360",2020-06-13,True,Агрегат травления проталкиванием
49,4672,G_TKT,G_TKT_Seq_57,"27 days, 16:04:13.440","27 days, 16:04:13.440",2021-02-27,True,Агрегат травления проталкиванием
50,4678,G_TKT,G_TKT_Seq_49,"27 days, 23:58:33.600","27 days, 23:58:33.600",2020-06-27,True,Агрегат травления проталкиванием
51,4759,G_TKT,G_TKT_Seq_54,"29 days, 15:30:14.400","29 days, 15:30:14.400",2020-11-27,True,Агрегат травления проталкиванием
52,4760,G_TKT,G_TKT_Seq_52,"29 days, 15:30:14.400","29 days, 15:30:14.400",2020-09-27,True,Агрегат травления проталкиванием
53,4936,G_TKT,G_TKT_Seq_50,"30 days, 15:13:14.880","30 days, 15:13:14.880",2020-07-27,True,Агрегат травления проталкиванием
54,4937,G_TKT,G_TKT_Seq_55,"30 days, 15:13:14.880","30 days, 15:13:14.880",2020-12-27,True,Агрегат травления проталкиванием
55,4938,G_TKT,G_TKT_Seq_51,"30 days, 15:13:14.880","30 days, 15:13:14.880",2020-08-27,True,Агрегат травления проталкиванием
56,4939,G_TKT,G_TKT_Seq_56,"30 days, 15:13:14.880","30 days, 15:13:14.880",2021-01-27,True,Агрегат травления проталкиванием
57,4940,G_TKT,G_TKT_Seq_53,"30 days, 15:13:14.880","30 days, 15:13:14.880",2020-10-27,True,Агрегат травления проталкиванием
58,1,G_APGKRD,G_APGKRD_Seq_16,"1 day, 20:06:43.200",00:00:00,2020-05-01,False,Агрегат подготовки горячекатаных рулонов № 1
59,1,G_APGKRD,G_APGKRD_Seq_16,"1 day, 20:06:43.200",00:00:00,2020-05-01,False,Агрегат подготовки горячекатаных рулонов № 2
60,13,G_APGKRD,G_APGKRD_Seq_11,"1 day, 20:06:43.200",00:00:00,2020-04-26,False,Агрегат подготовки горячекатаных рулонов № 1
61,13,G_APGKRD,G_APGKRD_Seq_11,"1 day, 20:06:43.200",00:00:00,2020-04-26,False,Агрегат подготовки горячекатаных рулонов № 2
62,14,G_APGKRD,G_APGKRD_Seq_20,"1 day, 20:06:43.200",00:00:00,2020-05-05,False,Агрегат подготовки горячекатаных рулонов № 1
63,14,G_APGKRD,G_APGKRD_Seq_20,"1 day, 20:06:43.200",00:00:00,2020-05-05,False,Агрегат подготовки горячекатаных рулонов № 2
64,17,G_APGKRD,G_APGKRD_Seq_12,"1 day, 20:06:43.200",00:00:00,2020-04-27,False,Агрегат подготовки горячекатаных рулонов № 1
65,17,G_APGKRD,G_APGKRD_Seq_12,"1 day, 20:06:43.200",00:00:00,2020-04-27,False,Агрегат подготовки горячекатаных рулонов № 2
66,27,G_APGKRD,G_APGKRD_Seq_13,"1 day, 5:24:28.800",00:00:00,2020-04-28,False,Агрегат подготовки горячекатаных рулонов № 1
67,27,G_APGKRD,G_APGKRD_Seq_13,"1 day, 5:24:28.800",00:00:00,2020-04-28,False,Агрегат подготовки горячекатаных рулонов № 2
68,30,G_APGKRD,G_APGKRD_Seq_23,"1 day, 5:24:28.800",00:00:00,2020-05-08,False,Агрегат подготовки горячекатаных рулонов № 1
69,30,G_APGKRD,G_APGKRD_Seq_23,"1 day, 5:24:28.800",00:00:00,2020-05-08,False,Агрегат подготовки горячекатаных рулонов № 2
70,548,G_APGKRD,G_APGKRD_Seq_6,"1 day, 9:05:02.400",00:00.001,2020-04-21,False,Агрегат подготовки горячекатаных рулонов № 1
71,548,G_APGKRD,G_APGKRD_Seq_6,"1 day, 9:05:02.400",00:00.001,2020-04-21,False,Агрегат подготовки горячекатаных рулонов № 2
72,558,G_APGKRD,G_APGKRD_Seq_9,"1 day, 9:05:02.400",00:00.001,2020-04-24,False,Агрегат подготовки горячекатаных рулонов № 1
73,558,G_APGKRD,G_APGKRD_Seq_9,"1 day, 9:05:02.400",00:00.001,2020-04-24,False,Агрегат подготовки горячекатаных рулонов № 2
74,601,G_APGKRD,G_APGKRD_Seq_17,"1 day, 20:06:43.200",1:25:56.622,2020-05-02,False,Агрегат подготовки горячекатаных рулонов № 1
75,601,G_APGKRD,G_APGKRD_Seq_17,"1 day, 20:06:43.200",1:25:56.622,2020-05-02,False,Агрегат подготовки горячекатаных рулонов № 2
76,688,G_APGKRD,G_APGKRD_Seq_8,"1 day, 5:24:28.800",5:08:21.451,2020-04-23,False,Агрегат подготовки горячекатаных рулонов № 1
77,688,G_APGKRD,G_APGKRD_Seq_8,"1 day, 5:24:28.800",5:08:21.451,2020-04-23,False,Агрегат подготовки горячекатаных рулонов № 2
78,717,G_APGKRD,G_APGKRD_Seq_24,"1 day, 20:06:43.200",6:03:25.726,2020-05-09,False,Агрегат подготовки горячекатаных рулонов № 1
79,717,G_APGKRD,G_APGKRD_Seq_24,"1 day, 20:06:43.200",6:03:25.726,2020-05-09,False,Агрегат подготовки горячекатаных рулонов № 2
80,849,G_APGKRD,G_APGKRD_Seq_19,"1 day, 20:06:43.200",10:03:59.405,2020-05-04,False,Агрегат подготовки горячекатаных рулонов № 1
81,849,G_APGKRD,G_APGKRD_Seq_19,"1 day, 20:06:43.200",10:03:59.405,2020-05-04,False,Агрегат подготовки горячекатаных рулонов № 2
82,882,G_APGKRD,G_APGKRD_Seq_0,"1 day, 20:06:43.200",10:55:42.658,2020-04-15,False,Агрегат подготовки горячекатаных рулонов № 1
83,882,G_APGKRD,G_APGKRD_Seq_0,"1 day, 20:06:43.200",10:55:42.658,2020-04-15,False,Агрегат подготовки горячекатаных рулонов № 2
84,885,G_APGKRD,G_APGKRD_Seq_10,"1 day, 20:06:43.200",10:58:15.244,2020-04-25,False,Агрегат подготовки горячекатаных рулонов № 1
85,885,G_APGKRD,G_APGKRD_Seq_10,"1 day, 20:06:43.200",10:58:15.244,2020-04-25,False,Агрегат подготовки горячекатаных рулонов № 2
86,1023,G_APGKRD,G_APGKRD_Seq_40,14:14:40.200,14:14:40.200,2020-05-25,False,Агрегат подготовки горячекатаных рулонов № 1
87,1023,G_APGKRD,G_APGKRD_Seq_40,14:14:40.200,14:14:40.200,2020-05-25,False,Агрегат подготовки горячекатаных рулонов № 2
88,1037,G_APGKRD,G_APGKRD_Seq_18,"1 day, 20:06:43.200",14:42:29.027,2020-05-03,False,Агрегат подготовки горячекатаных рулонов № 1
89,1037,G_APGKRD,G_APGKRD_Seq_18,"1 day, 20:06:43.200",14:42:29.027,2020-05-03,False,Агрегат подготовки горячекатаных рулонов № 2
90,1050,G_APGKRD,G_APGKRD_Seq_14,"1 day, 20:06:43.200",15:00:03.276,2020-04-29,False,Агрегат подготовки горячекатаных рулонов № 1
91,1050,G_APGKRD,G_APGKRD_Seq_14,"1 day, 20:06:43.200",15:00:03.276,2020-04-29,False,Агрегат подготовки горячекатаных рулонов № 2
92,1110,G_APGKRD,G_APGKRD_Seq_5,"1 day, 20:06:43.200",16:37:41.629,2020-04-20,False,Агрегат подготовки горячекатаных рулонов № 1
93,1110,G_APGKRD,G_APGKRD_Seq_5,"1 day, 20:06:43.200",16:37:41.629,2020-04-20,False,Агрегат подготовки горячекатаных рулонов № 2
94,1166,G_APGKRD,G_APGKRD_Seq_7,"1 day, 20:06:43.200",17:54:25.920,2020-04-22,False,Агрегат подготовки горячекатаных рулонов № 1
95,1166,G_APGKRD,G_APGKRD_Seq_7,"1 day, 20:06:43.200",17:54:25.920,2020-04-22,False,Агрегат подготовки горячекатаных рулонов № 2
96,1518,G_APGKRD,G_APGKRD_Seq_15,"1 day, 5:24:28.800",22:07:49.570,2020-04-30,False,Агрегат подготовки горячекатаных рулонов № 1
97,1518,G_APGKRD,G_APGKRD_Seq_15,"1 day, 5:24:28.800",22:07:49.570,2020-04-30,False,Агрегат подготовки горячекатаных рулонов № 2
98,1609,G_APGKRD,G_APGKRD_Seq_21,"1 day, 20:06:43.200",22:59:20.716,2020-05-06,False,Агрегат подготовки горячекатаных рулонов № 1
99,1609,G_APGKRD,G_APGKRD_Seq_21,"1 day, 20:06:43.200",22:59:20.716,2020-05-06,False,Агрегат подготовки горячекатаных рулонов № 2
100,1772,G_APGKRD,G_APGKRD_Seq_22,"1 day, 5:24:28.800",23:42:47.727,2020-05-07,False,Агрегат подготовки горячекатаных рулонов № 1
101,1772,G_APGKRD,G_APGKRD_Seq_22,"1 day, 5:24:28.800",23:42:47.727,2020-05-07,False,Агрегат подготовки горячекатаных рулонов № 2
102,3425,G_APGKRD,G_APGKRD_Seq_1,"1 day, 20:06:43.200","1 day, 1:12:50.928",2020-04-16,False,Агрегат подготовки горячекатаных рулонов № 1
103,3425,G_APGKRD,G_APGKRD_Seq_1,"1 day, 20:06:43.200","1 day, 1:12:50.928",2020-04-16,False,Агрегат подготовки горячекатаных рулонов № 2
104,3430,G_APGKRD,G_APGKRD_Seq_4,"1 day, 20:06:43.200","1 day, 1:27:29.913",2020-04-19,False,Агрегат подготовки горячекатаных рулонов № 1
105,3430,G_APGKRD,G_APGKRD_Seq_4,"1 day, 20:06:43.200","1 day, 1:27:29.913",2020-04-19,False,Агрегат подготовки горячекатаных рулонов № 2
106,3435,G_APGKRD,G_APGKRD_Seq_28,"1 day, 20:06:43.200","1 day, 1:47:58.482",2020-05-13,False,Агрегат подготовки горячекатаных рулонов № 1
107,3435,G_APGKRD,G_APGKRD_Seq_28,"1 day, 20:06:43.200","1 day, 1:47:58.482",2020-05-13,False,Агрегат подготовки горячекатаных рулонов № 2
108,3463,G_APGKRD,G_APGKRD_Seq_25,"1 day, 20:06:43.200","1 day, 3:40:30.264",2020-05-10,False,Агрегат подготовки горячекатаных рулонов № 1
109,3463,G_APGKRD,G_APGKRD_Seq_25,"1 day, 20:06:43.200","1 day, 3:40:30.264",2020-05-10,False,Агрегат подготовки горячекатаных рулонов № 2
110,3466,G_APGKRD,G_APGKRD_Seq_2,"1 day, 20:06:43.200","1 day, 4:04:42.680",2020-04-17,False,Агрегат подготовки горячекатаных рулонов № 1
111,3466,G_APGKRD,G_APGKRD_Seq_2,"1 day, 20:06:43.200","1 day, 4:04:42.680",2020-04-17,False,Агрегат подготовки горячекатаных рулонов № 2
112,3481,G_APGKRD,G_APGKRD_Seq_37,"1 day, 5:24:28.800","1 day, 5:24:28.800",2020-05-22,False,Агрегат подготовки горячекатаных рулонов № 1
113,3481,G_APGKRD,G_APGKRD_Seq_37,"1 day, 5:24:28.800","1 day, 5:24:28.800",2020-05-22,False,Агрегат подготовки горячекатаных рулонов № 2
114,3485,G_APGKRD,G_APGKRD_Seq_41,"1 day, 5:52:03","1 day, 5:52:03",2020-05-26,False,Агрегат подготовки горячекатаных рулонов № 1
115,3485,G_APGKRD,G_APGKRD_Seq_41,"1 day, 5:52:03","1 day, 5:52:03",2020-05-26,False,Агрегат подготовки горячекатаных рулонов № 2
116,3550,G_APGKRD,G_APGKRD_Seq_3,"1 day, 20:06:43.200","1 day, 11:28:42.959",2020-04-18,False,Агрегат подготовки горячекатаных рулонов № 1
117,3550,G_APGKRD,G_APGKRD_Seq_3,"1 day, 20:06:43.200","1 day, 11:28:42.959",2020-04-18,False,Агрегат подготовки горячекатаных рулонов № 2
118,3594,G_APGKRD,G_APGKRD_Seq_31,"1 day, 20:06:43.200","1 day, 14:34:40.690",2020-05-16,False,Агрегат подготовки горячекатаных рулонов № 1
119,3594,G_APGKRD,G_APGKRD_Seq_31,"1 day, 20:06:43.200","1 day, 14:34:40.690",2020-05-16,False,Агрегат подготовки горячекатаных рулонов № 2
120,3596,G_APGKRD,G_APGKRD_Seq_29,"1 day, 20:06:43.200","1 day, 14:44:12.812",2020-05-14,False,Агрегат подготовки горячекатаных рулонов № 1
121,3596,G_APGKRD,G_APGKRD_Seq_29,"1 day, 20:06:43.200","1 day, 14:44:12.812",2020-05-14,False,Агрегат подготовки горячекатаных рулонов № 2
122,3647,G_APGKRD,G_APGKRD_Seq_30,"1 day, 20:06:43.200","1 day, 19:05:30.631",2020-05-15,False,Агрегат подготовки горячекатаных рулонов № 1
123,3647,G_APGKRD,G_APGKRD_Seq_30,"1 day, 20:06:43.200","1 day, 19:05:30.631",2020-05-15,False,Агрегат подготовки горячекатаных рулонов № 2
124,3648,G_APGKRD,G_APGKRD_Seq_33,"1 day, 20:06:43.200","1 day, 19:06:20.926",2020-05-18,False,Агрегат подготовки горячекатаных рулонов № 1
125,3648,G_APGKRD,G_APGKRD_Seq_33,"1 day, 20:06:43.200","1 day, 19:06:20.926",2020-05-18,False,Агрегат подготовки горячекатаных рулонов № 2
126,3657,G_APGKRD,G_APGKRD_Seq_27,"1 day, 20:06:43.200","1 day, 19:52:58.970",2020-05-12,False,Агрегат подготовки горячекатаных рулонов № 1
127,3657,G_APGKRD,G_APGKRD_Seq_27,"1 day, 20:06:43.200","1 day, 19:52:58.970",2020-05-12,False,Агрегат подготовки горячекатаных рулонов № 2
128,3661,G_APGKRD,G_APGKRD_Seq_32,"1 day, 20:06:43.200","1 day, 20:04:05.710",2020-05-17,False,Агрегат подготовки горячекатаных рулонов № 1
129,3661,G_APGKRD,G_APGKRD_Seq_32,"1 day, 20:06:43.200","1 day, 20:04:05.710",2020-05-17,False,Агрегат подготовки горячекатаных рулонов № 2
130,3663,G_APGKRD,G_APGKRD_Seq_43,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-28,False,Агрегат подготовки горячекатаных рулонов № 1
131,3663,G_APGKRD,G_APGKRD_Seq_43,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-28,False,Агрегат подготовки горячекатаных рулонов № 2
132,3664,G_APGKRD,G_APGKRD_Seq_38,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-23,False,Агрегат подготовки горячекатаных рулонов № 1
133,3664,G_APGKRD,G_APGKRD_Seq_38,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-23,False,Агрегат подготовки горячекатаных рулонов № 2
134,3665,G_APGKRD,G_APGKRD_Seq_35,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-20,False,Агрегат подготовки горячекатаных рулонов № 1
135,3665,G_APGKRD,G_APGKRD_Seq_35,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-20,False,Агрегат подготовки горячекатаных рулонов № 2
136,3666,G_APGKRD,G_APGKRD_Seq_36,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-21,False,Агрегат подготовки горячекатаных рулонов № 1
137,3666,G_APGKRD,G_APGKRD_Seq_36,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-21,False,Агрегат подготовки горячекатаных рулонов № 2
138,3667,G_APGKRD,G_APGKRD_Seq_26,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-11,False,Агрегат подготовки горячекатаных рулонов № 1
139,3667,G_APGKRD,G_APGKRD_Seq_26,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-11,False,Агрегат подготовки горячекатаных рулонов № 2
140,3668,G_APGKRD,G_APGKRD_Seq_44,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-29,False,Агрегат подготовки горячекатаных рулонов № 1
141,3668,G_APGKRD,G_APGKRD_Seq_44,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-29,False,Агрегат подготовки горячекатаных рулонов № 2
142,3669,G_APGKRD,G_APGKRD_Seq_42,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-27,False,Агрегат подготовки горячекатаных рулонов № 1
143,3669,G_APGKRD,G_APGKRD_Seq_42,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-27,False,Агрегат подготовки горячекатаных рулонов № 2
144,3670,G_APGKRD,G_APGKRD_Seq_39,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-24,False,Агрегат подготовки горячекатаных рулонов № 1
145,3670,G_APGKRD,G_APGKRD_Seq_39,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-24,False,Агрегат подготовки горячекатаных рулонов № 2
146,3671,G_APGKRD,G_APGKRD_Seq_34,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-19,False,Агрегат подготовки горячекатаных рулонов № 1
147,3671,G_APGKRD,G_APGKRD_Seq_34,"1 day, 20:06:43.200","1 day, 20:06:43.200",2020-05-19,False,Агрегат подготовки горячекатаных рулонов № 2
148,4585,G_APGKRD,G_APGKRD_Seq_45,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-05-30,False,Агрегат подготовки горячекатаных рулонов № 1
149,4585,G_APGKRD,G_APGKRD_Seq_45,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-05-30,False,Агрегат подготовки горячекатаных рулонов № 2
150,4586,G_APGKRD,G_APGKRD_Seq_48,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-20,False,Агрегат подготовки горячекатаных рулонов № 1
151,4586,G_APGKRD,G_APGKRD_Seq_48,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-20,False,Агрегат подготовки горячекатаных рулонов № 2
152,4587,G_APGKRD,G_APGKRD_Seq_46,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-06,False,Агрегат подготовки горячекатаных рулонов № 1
153,4587,G_APGKRD,G_APGKRD_Seq_46,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-06,False,Агрегат подготовки горячекатаных рулонов № 2
154,4588,G_APGKRD,G_APGKRD_Seq_47,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-13,False,Агрегат подготовки горячекатаных рулонов № 1
155,4588,G_APGKRD,G_APGKRD_Seq_47,"12 days, 20:47:02.400","12 days, 20:47:02.400",2020-06-13,False,Агрегат подготовки горячекатаных рулонов № 2
156,5244,G_APGKRD,G_APGKRD_Seq_57,"51 days, 11:08:09.600","51 days, 11:08:09.600",2021-02-27,False,Агрегат подготовки горячекатаных рулонов № 1
157,5244,G_APGKRD,G_APGKRD_Seq_57,"51 days, 11:08:09.600","51 days, 11:08:09.600",2021-02-27,False,Агрегат подготовки горячекатаных рулонов № 2
158,5258,G_APGKRD,G_APGKRD_Seq_49,"55 days, 3:21:36","55 days, 3:21:36",2020-06-27,False,Агрегат подготовки горячекатаных рулонов № 1
159,5258,G_APGKRD,G_APGKRD_Seq_49,"55 days, 3:21:36","55 days, 3:21:36",2020-06-27,False,Агрегат подготовки горячекатаных рулонов № 2
160,5259,G_APGKRD,G_APGKRD_Seq_52,"55 days, 3:21:36","55 days, 3:21:36",2020-09-27,False,Агрегат подготовки горячекатаных рулонов № 1
161,5259,G_APGKRD,G_APGKRD_Seq_52,"55 days, 3:21:36","55 days, 3:21:36",2020-09-27,False,Агрегат подготовки горячекатаных рулонов № 2
162,5260,G_APGKRD,G_APGKRD_Seq_54,"55 days, 3:21:36","55 days, 3:21:36",2020-11-27,False,Агрегат подготовки горячекатаных рулонов № 1
163,5260,G_APGKRD,G_APGKRD_Seq_54,"55 days, 3:21:36","55 days, 3:21:36",2020-11-27,False,Агрегат подготовки горячекатаных рулонов № 2
164,5266,G_APGKRD,G_APGKRD_Seq_50,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-07-27,False,Агрегат подготовки горячекатаных рулонов № 1
165,5266,G_APGKRD,G_APGKRD_Seq_50,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-07-27,False,Агрегат подготовки горячекатаных рулонов № 2
166,5267,G_APGKRD,G_APGKRD_Seq_56,"56 days, 23:28:19.200","56 days, 23:28:19.200",2021-01-27,False,Агрегат подготовки горячекатаных рулонов № 1
167,5267,G_APGKRD,G_APGKRD_Seq_56,"56 days, 23:28:19.200","56 days, 23:28:19.200",2021-01-27,False,Агрегат подготовки горячекатаных рулонов № 2
168,5268,G_APGKRD,G_APGKRD_Seq_51,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-08-27,False,Агрегат подготовки горячекатаных рулонов № 1
169,5268,G_APGKRD,G_APGKRD_Seq_51,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-08-27,False,Агрегат подготовки горячекатаных рулонов № 2
170,5269,G_APGKRD,G_APGKRD_Seq_55,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-12-27,False,Агрегат подготовки горячекатаных рулонов № 1
171,5269,G_APGKRD,G_APGKRD_Seq_55,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-12-27,False,Агрегат подготовки горячекатаных рулонов № 2
172,5270,G_APGKRD,G_APGKRD_Seq_53,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-10-27,False,Агрегат подготовки горячекатаных рулонов № 1
173,5270,G_APGKRD,G_APGKRD_Seq_53,"56 days, 23:28:19.200","56 days, 23:28:19.200",2020-10-27,False,Агрегат подготовки горячекатаных рулонов № 2
174,2,G_ARG2T,G_ARG2T_Seq_40,0.3333333333333333,00:00:00,2020-05-25,False,Агрегат резки № 1
175,2,G_ARG2T,G_ARG2T_Seq_40,0.3333333333333333,00:00:00,2020-05-25,False,Агрегат резки № 4
176,29,G_ARG2T,G_ARG2T_Seq_38,1 day,00:00:00,2020-05-23,False,Агрегат резки № 1
177,29,G_ARG2T,G_ARG2T_Seq_38,1 day,00:00:00,2020-05-23,False,Агрегат резки № 4
178,37,G_ARG2T,G_ARG2T_Seq_25,1 day,00:00:00,2020-05-10,False,Агрегат резки № 1
179,37,G_ARG2T,G_ARG2T_Seq_25,1 day,00:00:00,2020-05-10,False,Агрегат резки № 4
180,52,G_ARG2T,G_ARG2T_Seq_19,1 day,00:00:00,2020-05-04,False,Агрегат резки № 1
181,52,G_ARG2T,G_ARG2T_Seq_19,1 day,00:00:00,2020-05-04,False,Агрегат резки № 4
182,168,G_ARG2T,G_ARG2T_Seq_32,1 day,00:00:00,2020-05-17,False,Агрегат резки № 1
183,168,G_ARG2T,G_ARG2T_Seq_32,1 day,00:00:00,2020-05-17,False,Агрегат резки № 4
