,#,ResourceGroupID,Id,AvailableCapacity,FreeCapacity,Start,HasFiniteCapacity,LongName
4763,512,G_ANGCD,G_ANGCD_Seq_22,"1 day, 22:39:30.240",00:00:00,2020-05-07,False,Агрегат непрерывного горячего цинкования № 4
4764,517,G_ANGCD,G_ANGCD_Seq_15,"1 day, 22:39:30.240",00:00:00,2020-04-30,False,Агрегат непрерывного горячего цинкования № 2
4765,517,G_ANGCD,G_ANGCD_Seq_15,"1 day, 22:39:30.240",00:00:00,2020-04-30,False,Агрегат непрерывного горячего цинкования № 4
4766,522,G_ANGCD,G_ANGCD_Seq_20,"1 day, 22:39:30.240",00:00:00,2020-05-05,False,Агрегат непрерывного горячего цинкования № 2
4767,522,G_ANGCD,G_ANGCD_Seq_20,"1 day, 22:39:30.240",00:00:00,2020-05-05,False,Агрегат непрерывного горячего цинкования № 4
4768,705,G_ANGCD,G_ANGCD_Seq_10,"1 day, 22:39:30.240",5:41:10.096,2020-04-25,False,Агрегат непрерывного горячего цинкования № 2
4769,705,G_ANGCD,G_ANGCD_Seq_10,"1 day, 22:39:30.240",5:41:10.096,2020-04-25,False,Агрегат непрерывного горячего цинкования № 4
4770,787,G_ANGCD,G_ANGCD_Seq_8,"1 day, 22:39:30.240",8:15:34.943,2020-04-23,False,Агрегат непрерывного горячего цинкования № 2
4771,787,G_ANGCD,G_ANGCD_Seq_8,"1 day, 22:39:30.240",8:15:34.943,2020-04-23,False,Агрегат непрерывного горячего цинкования № 4
4772,800,G_ANGCD,G_ANGCD_Seq_5,"1 day, 22:39:30.240",8:37:47.543,2020-04-20,False,Агрегат непрерывного горячего цинкования № 2
4773,800,G_ANGCD,G_ANGCD_Seq_5,"1 day, 22:39:30.240",8:37:47.543,2020-04-20,False,Агрегат непрерывного горячего цинкования № 4
4774,808,G_ANGCD,G_ANGCD_Seq_7,"1 day, 22:39:30.240",8:57:40.029,2020-04-22,False,Агрегат непрерывного горячего цинкования № 2
4775,808,G_ANGCD,G_ANGCD_Seq_7,"1 day, 22:39:30.240",8:57:40.029,2020-04-22,False,Агрегат непрерывного горячего цинкования № 4
4776,809,G_ANGCD,G_ANGCD_Seq_11,"1 day, 22:39:30.240",8:59:18.069,2020-04-26,False,Агрегат непрерывного горячего цинкования № 2
4777,809,G_ANGCD,G_ANGCD_Seq_11,"1 day, 22:39:30.240",8:59:18.069,2020-04-26,False,Агрегат непрерывного горячего цинкования № 4
4778,831,G_ANGCD,G_ANGCD_Seq_14,"1 day, 22:39:30.240",9:37:33.144,2020-04-29,False,Агрегат непрерывного горячего цинкования № 2
4779,831,G_ANGCD,G_ANGCD_Seq_14,"1 day, 22:39:30.240",9:37:33.144,2020-04-29,False,Агрегат непрерывного горячего цинкования № 4
4780,866,G_ANGCD,G_ANGCD_Seq_23,"1 day, 22:39:30.240",10:30:05.240,2020-05-08,False,Агрегат непрерывного горячего цинкования № 2
4781,866,G_ANGCD,G_ANGCD_Seq_23,"1 day, 22:39:30.240",10:30:05.240,2020-05-08,False,Агрегат непрерывного горячего цинкования № 4
4782,908,G_ANGCD,G_ANGCD_Seq_0,"1 day, 22:39:30.240",11:28:28.617,2020-04-15,False,Агрегат непрерывного горячего цинкования № 2
4783,908,G_ANGCD,G_ANGCD_Seq_0,"1 day, 22:39:30.240",11:28:28.617,2020-04-15,False,Агрегат непрерывного горячего цинкования № 4
4784,927,G_ANGCD,G_ANGCD_Seq_9,"1 day, 22:39:30.240",12:09:41.482,2020-04-24,False,Агрегат непрерывного горячего цинкования № 2
4785,927,G_ANGCD,G_ANGCD_Seq_9,"1 day, 22:39:30.240",12:09:41.482,2020-04-24,False,Агрегат непрерывного горячего цинкования № 4
4786,967,G_ANGCD,G_ANGCD_Seq_1,"1 day, 22:39:30.240",13:06:29.980,2020-04-16,False,Агрегат непрерывного горячего цинкования № 2
4787,967,G_ANGCD,G_ANGCD_Seq_1,"1 day, 22:39:30.240",13:06:29.980,2020-04-16,False,Агрегат непрерывного горячего цинкования № 4
4788,983,G_ANGCD,G_ANGCD_Seq_12,"1 day, 22:39:30.240",13:35:07.220,2020-04-27,False,Агрегат непрерывного горячего цинкования № 2
4789,983,G_ANGCD,G_ANGCD_Seq_12,"1 day, 22:39:30.240",13:35:07.220,2020-04-27,False,Агрегат непрерывного горячего цинкования № 4
4790,1189,G_ANGCD,G_ANGCD_Seq_2,"1 day, 22:39:30.240",18:13:36.078,2020-04-17,False,Агрегат непрерывного горячего цинкования № 2
4791,1189,G_ANGCD,G_ANGCD_Seq_2,"1 day, 22:39:30.240",18:13:36.078,2020-04-17,False,Агрегат непрерывного горячего цинкования № 4
4792,1481,G_ANGCD,G_ANGCD_Seq_3,"1 day, 22:39:30.240",21:56:58.197,2020-04-18,False,Агрегат непрерывного горячего цинкования № 2
4793,1481,G_ANGCD,G_ANGCD_Seq_3,"1 day, 22:39:30.240",21:56:58.197,2020-04-18,False,Агрегат непрерывного горячего цинкования № 4
4794,3431,G_ANGCD,G_ANGCD_Seq_28,"1 day, 22:39:30.240","1 day, 1:37:54.666",2020-05-13,False,Агрегат непрерывного горячего цинкования № 2
4795,3431,G_ANGCD,G_ANGCD_Seq_28,"1 day, 22:39:30.240","1 day, 1:37:54.666",2020-05-13,False,Агрегат непрерывного горячего цинкования № 4
4796,3432,G_ANGCD,G_ANGCD_Seq_21,"1 day, 22:39:30.240","1 day, 1:39:13.333",2020-05-06,False,Агрегат непрерывного горячего цинкования № 2
4797,3432,G_ANGCD,G_ANGCD_Seq_21,"1 day, 22:39:30.240","1 day, 1:39:13.333",2020-05-06,False,Агрегат непрерывного горячего цинкования № 4
4798,3450,G_ANGCD,G_ANGCD_Seq_6,"1 day, 22:39:30.240","1 day, 2:59:29.488",2020-04-21,False,Агрегат непрерывного горячего цинкования № 2
4799,3450,G_ANGCD,G_ANGCD_Seq_6,"1 day, 22:39:30.240","1 day, 2:59:29.488",2020-04-21,False,Агрегат непрерывного горячего цинкования № 4
4800,3489,G_ANGCD,G_ANGCD_Seq_19,"1 day, 22:39:30.240","1 day, 6:16:13.568",2020-05-04,False,Агрегат непрерывного горячего цинкования № 2
4801,3489,G_ANGCD,G_ANGCD_Seq_19,"1 day, 22:39:30.240","1 day, 6:16:13.568",2020-05-04,False,Агрегат непрерывного горячего цинкования № 4
4802,3492,G_ANGCD,G_ANGCD_Seq_44,"1 day, 6:38:06.900","1 day, 6:38:06.900",2020-05-29,False,Агрегат непрерывного горячего цинкования № 2
4803,3492,G_ANGCD,G_ANGCD_Seq_44,"1 day, 6:38:06.900","1 day, 6:38:06.900",2020-05-29,False,Агрегат непрерывного горячего цинкования № 4
4804,3524,G_ANGCD,G_ANGCD_Seq_17,"1 day, 22:39:30.240","1 day, 9:43:45.750",2020-05-02,False,Агрегат непрерывного горячего цинкования № 2
4805,3524,G_ANGCD,G_ANGCD_Seq_17,"1 day, 22:39:30.240","1 day, 9:43:45.750",2020-05-02,False,Агрегат непрерывного горячего цинкования № 4
4806,3617,G_ANGCD,G_ANGCD_Seq_18,"1 day, 22:39:30.240","1 day, 16:35:38.382",2020-05-03,False,Агрегат непрерывного горячего цинкования № 2
4807,3617,G_ANGCD,G_ANGCD_Seq_18,"1 day, 22:39:30.240","1 day, 16:35:38.382",2020-05-03,False,Агрегат непрерывного горячего цинкования № 4
4808,3718,G_ANGCD,G_ANGCD_Seq_33,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-18,False,Агрегат непрерывного горячего цинкования № 2
4809,3718,G_ANGCD,G_ANGCD_Seq_33,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-18,False,Агрегат непрерывного горячего цинкования № 4
4810,3719,G_ANGCD,G_ANGCD_Seq_30,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-15,False,Агрегат непрерывного горячего цинкования № 2
4811,3719,G_ANGCD,G_ANGCD_Seq_30,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-15,False,Агрегат непрерывного горячего цинкования № 4
4812,3720,G_ANGCD,G_ANGCD_Seq_40,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-25,False,Агрегат непрерывного горячего цинкования № 2
4813,3720,G_ANGCD,G_ANGCD_Seq_40,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-25,False,Агрегат непрерывного горячего цинкования № 4
4814,3721,G_ANGCD,G_ANGCD_Seq_29,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-14,False,Агрегат непрерывного горячего цинкования № 2
4815,3721,G_ANGCD,G_ANGCD_Seq_29,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-14,False,Агрегат непрерывного горячего цинкования № 4
4816,3722,G_ANGCD,G_ANGCD_Seq_32,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-17,False,Агрегат непрерывного горячего цинкования № 2
4817,3722,G_ANGCD,G_ANGCD_Seq_32,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-17,False,Агрегат непрерывного горячего цинкования № 4
4818,3723,G_ANGCD,G_ANGCD_Seq_41,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-26,False,Агрегат непрерывного горячего цинкования № 2
4819,3723,G_ANGCD,G_ANGCD_Seq_41,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-26,False,Агрегат непрерывного горячего цинкования № 4
4820,3724,G_ANGCD,G_ANGCD_Seq_34,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-19,False,Агрегат непрерывного горячего цинкования № 2
4821,3724,G_ANGCD,G_ANGCD_Seq_34,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-19,False,Агрегат непрерывного горячего цинкования № 4
4822,3725,G_ANGCD,G_ANGCD_Seq_38,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-23,False,Агрегат непрерывного горячего цинкования № 2
4823,3725,G_ANGCD,G_ANGCD_Seq_38,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-23,False,Агрегат непрерывного горячего цинкования № 4
4824,3726,G_ANGCD,G_ANGCD_Seq_24,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-09,False,Агрегат непрерывного горячего цинкования № 2
4825,3726,G_ANGCD,G_ANGCD_Seq_24,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-09,False,Агрегат непрерывного горячего цинкования № 4
4826,3727,G_ANGCD,G_ANGCD_Seq_42,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-27,False,Агрегат непрерывного горячего цинкования № 2
4827,3727,G_ANGCD,G_ANGCD_Seq_42,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-27,False,Агрегат непрерывного горячего цинкования № 4
4828,3728,G_ANGCD,G_ANGCD_Seq_35,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-20,False,Агрегат непрерывного горячего цинкования № 2
4829,3728,G_ANGCD,G_ANGCD_Seq_35,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-20,False,Агрегат непрерывного горячего цинкования № 4
4830,3729,G_ANGCD,G_ANGCD_Seq_31,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-16,False,Агрегат непрерывного горячего цинкования № 2
4831,3729,G_ANGCD,G_ANGCD_Seq_31,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-16,False,Агрегат непрерывного горячего цинкования № 4
4832,3730,G_ANGCD,G_ANGCD_Seq_26,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-11,False,Агрегат непрерывного горячего цинкования № 2
4833,3730,G_ANGCD,G_ANGCD_Seq_26,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-11,False,Агрегат непрерывного горячего цинкования № 4
4834,3731,G_ANGCD,G_ANGCD_Seq_43,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-28,False,Агрегат непрерывного горячего цинкования № 2
4835,3731,G_ANGCD,G_ANGCD_Seq_43,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-28,False,Агрегат непрерывного горячего цинкования № 4
4836,3732,G_ANGCD,G_ANGCD_Seq_36,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-21,False,Агрегат непрерывного горячего цинкования № 2
4837,3732,G_ANGCD,G_ANGCD_Seq_36,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-21,False,Агрегат непрерывного горячего цинкования № 4
4838,3733,G_ANGCD,G_ANGCD_Seq_25,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-10,False,Агрегат непрерывного горячего цинкования № 2
4839,3733,G_ANGCD,G_ANGCD_Seq_25,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-10,False,Агрегат непрерывного горячего цинкования № 4
4840,3734,G_ANGCD,G_ANGCD_Seq_37,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-22,False,Агрегат непрерывного горячего цинкования № 2
4841,3734,G_ANGCD,G_ANGCD_Seq_37,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-22,False,Агрегат непрерывного горячего цинкования № 4
4842,3735,G_ANGCD,G_ANGCD_Seq_39,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-24,False,Агрегат непрерывного горячего цинкования № 2
4843,3735,G_ANGCD,G_ANGCD_Seq_39,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-24,False,Агрегат непрерывного горячего цинкования № 4
4844,3736,G_ANGCD,G_ANGCD_Seq_27,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-12,False,Агрегат непрерывного горячего цинкования № 2
4845,3736,G_ANGCD,G_ANGCD_Seq_27,"1 day, 22:39:30.240","1 day, 22:39:30.240",2020-05-12,False,Агрегат непрерывного горячего цинкования № 4
4846,4574,G_ANGCD,G_ANGCD_Seq_45,"11 days, 20:21:57.420","11 days, 20:21:57.420",2020-05-30,False,Агрегат непрерывного горячего цинкования № 2
4847,4574,G_ANGCD,G_ANGCD_Seq_45,"11 days, 20:21:57.420","11 days, 20:21:57.420",2020-05-30,False,Агрегат непрерывного горячего цинкования № 4
4848,4593,G_ANGCD,G_ANGCD_Seq_48,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-20,False,Агрегат непрерывного горячего цинкования № 2
4849,4593,G_ANGCD,G_ANGCD_Seq_48,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-20,False,Агрегат непрерывного горячего цинкования № 4
4850,4594,G_ANGCD,G_ANGCD_Seq_46,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-06,False,Агрегат непрерывного горячего цинкования № 2
4851,4594,G_ANGCD,G_ANGCD_Seq_46,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-06,False,Агрегат непрерывного горячего цинкования № 4
4852,4595,G_ANGCD,G_ANGCD_Seq_47,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-13,False,Агрегат непрерывного горячего цинкования № 2
4853,4595,G_ANGCD,G_ANGCD_Seq_47,"13 days, 14:36:31.680","13 days, 14:36:31.680",2020-06-13,False,Агрегат непрерывного горячего цинкования № 4
4854,5253,G_ANGCD,G_ANGCD_Seq_57,"54 days, 10:26:06.720","54 days, 10:26:06.720",2021-02-27,False,Агрегат непрерывного горячего цинкования № 2
4855,5253,G_ANGCD,G_ANGCD_Seq_57,"54 days, 10:26:06.720","54 days, 10:26:06.720",2021-02-27,False,Агрегат непрерывного горячего цинкования № 4
4856,5284,G_ANGCD,G_ANGCD_Seq_52,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-09-27,False,Агрегат непрерывного горячего цинкования № 2
4857,5284,G_ANGCD,G_ANGCD_Seq_52,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-09-27,False,Агрегат непрерывного горячего цинкования № 4
4858,5285,G_ANGCD,G_ANGCD_Seq_49,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-06-27,False,Агрегат непрерывного горячего цинкования № 2
4859,5285,G_ANGCD,G_ANGCD_Seq_49,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-06-27,False,Агрегат непрерывного горячего цинкования № 4
4860,5286,G_ANGCD,G_ANGCD_Seq_54,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-11-27,False,Агрегат непрерывного горячего цинкования № 2
4861,5286,G_ANGCD,G_ANGCD_Seq_54,"58 days, 7:45:07.200","58 days, 7:45:07.200",2020-11-27,False,Агрегат непрерывного горячего цинкования № 4
4862,5304,G_ANGCD,G_ANGCD_Seq_53,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-10-27,False,Агрегат непрерывного горячего цинкования № 2
4863,5304,G_ANGCD,G_ANGCD_Seq_53,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-10-27,False,Агрегат непрерывного горячего цинкования № 4
4864,5305,G_ANGCD,G_ANGCD_Seq_56,"60 days, 6:24:37.440","60 days, 6:24:37.440",2021-01-27,False,Агрегат непрерывного горячего цинкования № 2
4865,5305,G_ANGCD,G_ANGCD_Seq_56,"60 days, 6:24:37.440","60 days, 6:24:37.440",2021-01-27,False,Агрегат непрерывного горячего цинкования № 4
4866,5306,G_ANGCD,G_ANGCD_Seq_50,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-07-27,False,Агрегат непрерывного горячего цинкования № 2
4867,5306,G_ANGCD,G_ANGCD_Seq_50,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-07-27,False,Агрегат непрерывного горячего цинкования № 4
4868,5307,G_ANGCD,G_ANGCD_Seq_51,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-08-27,False,Агрегат непрерывного горячего цинкования № 2
4869,5307,G_ANGCD,G_ANGCD_Seq_51,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-08-27,False,Агрегат непрерывного горячего цинкования № 4
4870,5308,G_ANGCD,G_ANGCD_Seq_55,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-12-27,False,Агрегат непрерывного горячего цинкования № 2
4871,5308,G_ANGCD,G_ANGCD_Seq_55,"60 days, 6:24:37.440","60 days, 6:24:37.440",2020-12-27,False,Агрегат непрерывного горячего цинкования № 4
4872,564,G_APORG,G_APORG_Seq_10,"2 days, 14:44:09.600",00:00.002,2020-04-25,True,Агрегат поперечной резки № 2
4873,564,G_APORG,G_APORG_Seq_10,"2 days, 14:44:09.600",00:00.002,2020-04-25,True,Агрегат поперечной резки № 3
4874,564,G_APORG,G_APORG_Seq_10,"2 days, 14:44:09.600",00:00.002,2020-04-25,True,Агрегат поперечной резки № 5
4875,571,G_APORG,G_APORG_Seq_11,"2 days, 14:44:09.600",00:00.004,2020-04-26,True,Агрегат поперечной резки № 2
4876,571,G_APORG,G_APORG_Seq_11,"2 days, 14:44:09.600",00:00.004,2020-04-26,True,Агрегат поперечной резки № 3
4877,571,G_APORG,G_APORG_Seq_11,"2 days, 14:44:09.600",00:00.004,2020-04-26,True,Агрегат поперечной резки № 5
4878,715,G_APORG,G_APORG_Seq_12,"2 days, 14:44:09.600",5:58:19.723,2020-04-27,True,Агрегат поперечной резки № 2
4879,715,G_APORG,G_APORG_Seq_12,"2 days, 14:44:09.600",5:58:19.723,2020-04-27,True,Агрегат поперечной резки № 3
4880,715,G_APORG,G_APORG_Seq_12,"2 days, 14:44:09.600",5:58:19.723,2020-04-27,True,Агрегат поперечной резки № 5
4881,723,G_APORG,G_APORG_Seq_9,"2 days, 14:44:09.600",6:17:05.919,2020-04-24,True,Агрегат поперечной резки № 2
4882,723,G_APORG,G_APORG_Seq_9,"2 days, 14:44:09.600",6:17:05.919,2020-04-24,True,Агрегат поперечной резки № 3
4883,723,G_APORG,G_APORG_Seq_9,"2 days, 14:44:09.600",6:17:05.919,2020-04-24,True,Агрегат поперечной резки № 5
4884,798,G_APORG,G_APORG_Seq_8,"2 days, 14:44:09.600",8:36:42.274,2020-04-23,True,Агрегат поперечной резки № 2
4885,798,G_APORG,G_APORG_Seq_8,"2 days, 14:44:09.600",8:36:42.274,2020-04-23,True,Агрегат поперечной резки № 3
4886,798,G_APORG,G_APORG_Seq_8,"2 days, 14:44:09.600",8:36:42.274,2020-04-23,True,Агрегат поперечной резки № 5
4887,934,G_APORG,G_APORG_Seq_16,"2 days, 14:44:09.600",12:23:29.666,2020-05-01,True,Агрегат поперечной резки № 2
4888,934,G_APORG,G_APORG_Seq_16,"2 days, 14:44:09.600",12:23:29.666,2020-05-01,True,Агрегат поперечной резки № 3
4889,934,G_APORG,G_APORG_Seq_16,"2 days, 14:44:09.600",12:23:29.666,2020-05-01,True,Агрегат поперечной резки № 5
4890,3471,G_APORG,G_APORG_Seq_17,"2 days, 14:44:09.600","1 day, 4:38:15.715",2020-05-02,True,Агрегат поперечной резки № 2
4891,3471,G_APORG,G_APORG_Seq_17,"2 days, 14:44:09.600","1 day, 4:38:15.715",2020-05-02,True,Агрегат поперечной резки № 3
4892,3471,G_APORG,G_APORG_Seq_17,"2 days, 14:44:09.600","1 day, 4:38:15.715",2020-05-02,True,Агрегат поперечной резки № 5
4893,3507,G_APORG,G_APORG_Seq_24,"2 days, 14:44:09.600","1 day, 7:39:06.036",2020-05-09,True,Агрегат поперечной резки № 2
4894,3507,G_APORG,G_APORG_Seq_24,"2 days, 14:44:09.600","1 day, 7:39:06.036",2020-05-09,True,Агрегат поперечной резки № 3
4895,3507,G_APORG,G_APORG_Seq_24,"2 days, 14:44:09.600","1 day, 7:39:06.036",2020-05-09,True,Агрегат поперечной резки № 5
4896,3587,G_APORG,G_APORG_Seq_7,"2 days, 14:44:09.600","1 day, 14:06:59.682",2020-04-22,True,Агрегат поперечной резки № 2
4897,3587,G_APORG,G_APORG_Seq_7,"2 days, 14:44:09.600","1 day, 14:06:59.682",2020-04-22,True,Агрегат поперечной резки № 3
4898,3587,G_APORG,G_APORG_Seq_7,"2 days, 14:44:09.600","1 day, 14:06:59.682",2020-04-22,True,Агрегат поперечной резки № 5
4899,3651,G_APORG,G_APORG_Seq_23,"2 days, 8:13:55.200","1 day, 19:11:50.119",2020-05-08,True,Агрегат поперечной резки № 2
4900,3651,G_APORG,G_APORG_Seq_23,"2 days, 8:13:55.200","1 day, 19:11:50.119",2020-05-08,True,Агрегат поперечной резки № 3
4901,3651,G_APORG,G_APORG_Seq_23,"2 days, 8:13:55.200","1 day, 19:11:50.119",2020-05-08,True,Агрегат поперечной резки № 5
4902,3832,G_APORG,G_APORG_Seq_36,"2 days, 0:00:57.600","2 days, 0:00:57.600",2020-05-21,True,Агрегат поперечной резки № 2
4903,3832,G_APORG,G_APORG_Seq_36,"2 days, 0:00:57.600","2 days, 0:00:57.600",2020-05-21,True,Агрегат поперечной резки № 3
4904,3832,G_APORG,G_APORG_Seq_36,"2 days, 0:00:57.600","2 days, 0:00:57.600",2020-05-21,True,Агрегат поперечной резки № 5
4905,3833,G_APORG,G_APORG_Seq_1,"2 days, 1:43:40.800","2 days, 0:37:56.850",2020-04-16,True,Агрегат поперечной резки № 2
4906,3833,G_APORG,G_APORG_Seq_1,"2 days, 1:43:40.800","2 days, 0:37:56.850",2020-04-16,True,Агрегат поперечной резки № 3
4907,3833,G_APORG,G_APORG_Seq_1,"2 days, 1:43:40.800","2 days, 0:37:56.850",2020-04-16,True,Агрегат поперечной резки № 5
4908,3834,G_APORG,G_APORG_Seq_28,"2 days, 0:38:24","2 days, 0:38:24",2020-05-13,True,Агрегат поперечной резки № 2
4909,3834,G_APORG,G_APORG_Seq_28,"2 days, 0:38:24","2 days, 0:38:24",2020-05-13,True,Агрегат поперечной резки № 3
4910,3834,G_APORG,G_APORG_Seq_28,"2 days, 0:38:24","2 days, 0:38:24",2020-05-13,True,Агрегат поперечной резки № 5
4911,3838,G_APORG,G_APORG_Seq_6,"2 days, 14:44:09.600","2 days, 1:02:25.419",2020-04-21,True,Агрегат поперечной резки № 2
4912,3838,G_APORG,G_APORG_Seq_6,"2 days, 14:44:09.600","2 days, 1:02:25.419",2020-04-21,True,Агрегат поперечной резки № 3
4913,3838,G_APORG,G_APORG_Seq_6,"2 days, 14:44:09.600","2 days, 1:02:25.419",2020-04-21,True,Агрегат поперечной резки № 5
4914,3839,G_APORG,G_APORG_Seq_22,"2 days, 1:43:40.800","2 days, 1:13:08.867",2020-05-07,True,Агрегат поперечной резки № 2
4915,3839,G_APORG,G_APORG_Seq_22,"2 days, 1:43:40.800","2 days, 1:13:08.867",2020-05-07,True,Агрегат поперечной резки № 3
4916,3839,G_APORG,G_APORG_Seq_22,"2 days, 1:43:40.800","2 days, 1:13:08.867",2020-05-07,True,Агрегат поперечной резки № 5
4917,3856,G_APORG,G_APORG_Seq_4,"2 days, 14:44:09.600","2 days, 5:12:14.361",2020-04-19,True,Агрегат поперечной резки № 2
4918,3856,G_APORG,G_APORG_Seq_4,"2 days, 14:44:09.600","2 days, 5:12:14.361",2020-04-19,True,Агрегат поперечной резки № 3
4919,3856,G_APORG,G_APORG_Seq_4,"2 days, 14:44:09.600","2 days, 5:12:14.361",2020-04-19,True,Агрегат поперечной резки № 5
4920,3870,G_APORG,G_APORG_Seq_2,"2 days, 8:13:55.200","2 days, 7:19:59.923",2020-04-17,True,Агрегат поперечной резки № 2
4921,3870,G_APORG,G_APORG_Seq_2,"2 days, 8:13:55.200","2 days, 7:19:59.923",2020-04-17,True,Агрегат поперечной резки № 3
4922,3870,G_APORG,G_APORG_Seq_2,"2 days, 8:13:55.200","2 days, 7:19:59.923",2020-04-17,True,Агрегат поперечной резки № 5
4923,3871,G_APORG,G_APORG_Seq_37,"2 days, 7:22:33.600","2 days, 7:22:33.600",2020-05-22,True,Агрегат поперечной резки № 2
4924,3871,G_APORG,G_APORG_Seq_37,"2 days, 7:22:33.600","2 days, 7:22:33.600",2020-05-22,True,Агрегат поперечной резки № 3
4925,3871,G_APORG,G_APORG_Seq_37,"2 days, 7:22:33.600","2 days, 7:22:33.600",2020-05-22,True,Агрегат поперечной резки № 5
4926,3873,G_APORG,G_APORG_Seq_29,"2 days, 7:41:16.800","2 days, 7:39:39.890",2020-05-14,True,Агрегат поперечной резки № 2
4927,3873,G_APORG,G_APORG_Seq_29,"2 days, 7:41:16.800","2 days, 7:39:39.890",2020-05-14,True,Агрегат поперечной резки № 3
4928,3873,G_APORG,G_APORG_Seq_29,"2 days, 7:41:16.800","2 days, 7:39:39.890",2020-05-14,True,Агрегат поперечной резки № 5
4929,3880,G_APORG,G_APORG_Seq_13,"2 days, 14:44:09.600","2 days, 8:18:29.197",2020-04-28,True,Агрегат поперечной резки № 2
4930,3880,G_APORG,G_APORG_Seq_13,"2 days, 14:44:09.600","2 days, 8:18:29.197",2020-04-28,True,Агрегат поперечной резки № 3
4931,3880,G_APORG,G_APORG_Seq_13,"2 days, 14:44:09.600","2 days, 8:18:29.197",2020-04-28,True,Агрегат поперечной резки № 5
4932,3889,G_APORG,G_APORG_Seq_15,"2 days, 14:44:09.600","2 days, 9:34:46.060",2020-04-30,True,Агрегат поперечной резки № 2
4933,3889,G_APORG,G_APORG_Seq_15,"2 days, 14:44:09.600","2 days, 9:34:46.060",2020-04-30,True,Агрегат поперечной резки № 3
4934,3889,G_APORG,G_APORG_Seq_15,"2 days, 14:44:09.600","2 days, 9:34:46.060",2020-04-30,True,Агрегат поперечной резки № 5
4935,3891,G_APORG,G_APORG_Seq_5,"2 days, 14:44:09.600","2 days, 9:43:06.265",2020-04-20,True,Агрегат поперечной резки № 2
4936,3891,G_APORG,G_APORG_Seq_5,"2 days, 14:44:09.600","2 days, 9:43:06.265",2020-04-20,True,Агрегат поперечной резки № 3
4937,3891,G_APORG,G_APORG_Seq_5,"2 days, 14:44:09.600","2 days, 9:43:06.265",2020-04-20,True,Агрегат поперечной резки № 5
